case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_city,employer_country,employer_name,employer_state,foreign_worker_info_birth_country,job_info_education,pw_determ_date,pw_expire_date,pw_job_title_9089,Processing Day
03-06-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1410
03-06-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1410
04-06-2011,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1417
25-08-2011,Denied,H-1B,INDIA,20-10-2014,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-07-2010,02-07-2011,Computer Systems Analyst,1152
06-06-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1407
06-06-2011,Denied,H-1B,INDIA,03-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1397
04-06-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1409
26-10-2013,Certified,F-1,SOUTH KOREA,04-05-2015,NILES,UNITED STATES OF AMERICA,"WOO RI VILLAGE,INC",ILLINOIS,SOUTH KOREA,High School,22-08-2013,30-06-2014,Korean Chef,555
17-05-2011,Denied,H-1B,INDIA,06-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1450
17-05-2011,Denied,H-1B,INDIA,17-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1400
18-05-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1426
17-05-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1427
17-05-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1427
18-05-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1426
16-05-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1442
16-05-2011,Denied,H-1B,INDIA,05-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1450
24-08-2012,Certified,H-1B,FRANCE,16-06-2015,NEW YORK,UNITED STATES OF AMERICA,"GOLDMAN, SACHS & CO.",NEW YORK,FRANCE,Master's,29-06-2012,27-09-2012,FINANCIAL MANAGERS,1026
16-05-2011,Denied,H-1B,INDIA,23-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1438
16-05-2011,Denied,H-1B,INDIA,24-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1439
16-05-2011,Denied,H-1B,INDIA,24-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1408
19-05-2011,Denied,H-1B,INDIA,24-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1436
03-07-2012,Denied,H-1B,MALAYSIA,15-10-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,MALAYSIA,Bachelor's,20-01-2012,30-06-2012,"Inf Sec An, Web Dev & Comp Ntwk Arch",834
15-07-2011,Denied,H-1B,INDIA,15-10-2014,SAN JOSE,UNITED STATES OF AMERICA,"CISCO SYSTEMS, INC.",CALIFORNIA,INDIA,Bachelor's,22-06-2011,20-09-2011,"Computer Software Engineers, Systems Software",1188
08-07-2011,Denied,H-1B,UNITED KINGDOM,15-05-2015,ROYALSTON,UNITED STATES OF AMERICA,"MILLERS RIVER EDUCATIONAL COOPERATIVE, INC. D/B/A THE VILLAGE SCHOOL",MASSACHUSETTS,UNITED KINGDOM,Bachelor's,02-12-2010,30-06-2011,"ELEMENTARY SCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION",1407
07-07-2011,Denied,H-1B,INDIA,14-10-2014,MOON TOWNSHIP,UNITED STATES OF AMERICA,"MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY",PENNSYLVANIA,INDIA,Bachelor's,11-08-2010,02-07-2011,Computer Software Engineer,1195
29-06-2011,Denied,H-1B,MEXICO,20-05-2015,ATHENS,UNITED STATES OF AMERICA,ATHENS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,28-02-2011,30-06-2011,Elementary Bilingual Teacher,1421
29-06-2011,Denied,H-1B,MEXICO,11-08-2015,ATHENS,UNITED STATES OF AMERICA,ATHENS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,28-02-2011,30-06-2011,Elementary Bilingual Teacher,1504
25-03-2011,Denied,H-1B,INDIA,17-03-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1453
15-06-2012,Denied,H-1B,MEXICO,28-10-2014,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,08-03-2012,30-06-2012,Elementary Bilingual Teacher,865
18-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1488
22-03-2011,Denied,L-1,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1484
28-03-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1477
19-04-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1469
30-08-2011,Denied,L-1,INDIA,15-01-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-07-2010,02-07-2011,Computer Systems Analyst,1234
14-06-2013,Certified-Expired,H-1B,INDIA,15-01-2015,PEORIA,UNITED STATES OF AMERICA,ADVANCED CAD/CAM SERVICE CORPORATION,ILLINOIS,INDIA,Master's,04-06-2013,02-09-2013,Mechanical Engineer,580
17-03-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1502
17-03-2011,Denied,H-1B,INDIA,02-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1538
14-03-2011,Denied,L-1,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1491
16-03-2011,Denied,H-1B,INDIA,04-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1541
19-03-2011,Denied,H-1B,INDIA,04-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1538
16-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1490
22-03-2011,Denied,H-1B,INDIA,04-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1535
14-03-2011,Denied,H-1B,INDIA,04-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1543
17-03-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1502
18-03-2011,Denied,H-1B,INDIA,07-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1511
18-03-2011,Denied,H-1B,INDIA,06-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1510
21-11-2012,Certified-Expired,H-1B,SOUTH KOREA,06-04-2015,NEW YORK,UNITED STATES OF AMERICA,"GOLDMAN, SACHS & CO.",NEW YORK,SOUTH KOREA,Doctorate,09-10-2012,30-06-2013,FINANCIAL ANALYSTS,866
14-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1492
28-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1478
28-03-2011,Denied,H-1B,INDIA,21-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1515
28-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1478
18-03-2011,Denied,H-1B,INDIA,17-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1491
21-03-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1485
21-03-2011,Denied,H-1B,INDIA,17-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1488
21-03-2011,Denied,H-1B,INDIA,24-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1495
07-09-2011,Denied,L-1,INDIA,05-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,26-10-2010,30-06-2011,Computer Systems Analyst,1275
29-08-2011,Denied,H-1B,INDIA,22-01-2015,SAN JOSE,UNITED STATES OF AMERICA,"QUALCOMM ATHEROS, INC.",CALIFORNIA,INDIA,Master's,04-08-2010,02-07-2011,"Computer Software Engineers, Systems Software",1242
04-10-2012,Denied,F-1,NEPAL,13-08-2015,PALM HARBOR,UNITED STATES OF AMERICA,RAB VERTURES INC,FLORIDA,NEPAL,Master's,23-04-2012,22-07-2012,Management Analysts,1043
18-08-2011,Denied,H-1B,INDIA,05-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,26-10-2010,30-06-2011,Computer Systems Analyst,1295
12-09-2011,Denied,H-1B,INDIA,20-10-2014,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Master's,09-07-2010,02-07-2011,Computer Systems Analyst,1134
05-04-2013,Certified-Expired,H-1B,CANADA,02-10-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,BANGLADESH,Master's,11-07-2012,30-06-2013,"Information Security Analysts, Web Developers, and Computer Network Architects",545
16-07-2012,Denied,B-2,VENEZUELA,16-10-2014,NEW YORK,UNITED STATES OF AMERICA,POLARIS HAIR STUDIO.LLC,NEW YORK,VENEZUELA,High School,20-12-2011,30-06-2012,Hair Stylist,822
22-08-2011,Denied,H-1B,INDIA,05-03-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,26-10-2010,30-06-2011,Computer Systems Analyst,1291
09-09-2011,Denied,H-1B,PAKISTAN,15-01-2015,REDWOOD SHORES,UNITED STATES OF AMERICA,"ORACLE AMERICA, INC.",CALIFORNIA,PAKISTAN,Bachelor's,07-06-2011,05-09-2011,"Computer Software Engineers, Applications",1224
28-12-2011,Denied,H-1B,INDIA,23-10-2014,CARY,UNITED STATES OF AMERICA,"SWIFT SOLUTIONS, INC",NORTH CAROLINA,INDIA,Master's,27-09-2011,30-06-2012,"Computer Software Engineers, Systems Software",1030
22-05-2012,Denied,H-1B,MEXICO,20-05-2015,DALLAS,UNITED STATES OF AMERICA,DALLAS INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,08-03-2012,30-06-2012,Elementary Bilingual Teacher,1093
01-02-2012,Denied,H-1B,MEXICO,22-06-2015,HOUSTON,UNITED STATES OF AMERICA,ALDINE INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,24-10-2011,30-06-2011,Bilingual Elementary School Teacher,1237
21-03-2011,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1492
22-03-2011,Denied,H-1B,INDIA,12-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1512
28-03-2011,Denied,H-1B,INDIA,06-05-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1500
19-04-2011,Denied,H-1B,INDIA,04-12-2014,SUWANEE,UNITED STATES OF AMERICA,SMARTSOFT INTERNATIONAL INC,GEORGIA,INDIA,Bachelor's,26-01-2011,30-06-2011,Computer Systems Analyst,1325
29-04-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1446
10-10-2011,Denied,H-1B,CANADA,16-10-2014,ROCHESTER,UNITED STATES OF AMERICA,MAYO CLINIC,MINNESOTA,CANADA,Other,20-09-2011,30-06-2012,"Health Specialties Teachers, Postsecondary",1102
14-10-2011,Denied,H-1B,INDIA,17-04-2015,COLLEGE STATION,UNITED STATES OF AMERICA,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TEXAS,INDIA,Bachelor's,09-07-2010,01-07-2011,Computer Systems Analysts,1281
30-12-2011,Denied,H-1B,INDIA,17-12-2014,BOSTON,UNITED STATES OF AMERICA,WEISS ASSET MANAGEMENT LP,MASSACHUSETTS,INDIA,Bachelor's,27-09-2011,30-06-2012,"Software Developers, Applications",1083
09-04-2013,Certified-Expired,H-1B,INDIA,22-10-2014,COLUMBUS,UNITED STATES OF AMERICA,CUMMINS INC.,INDIANA,INDIA,Master's,10-10-2012,30-06-2013,Statisticians,561
21-03-2011,Denied,H-1B,INDIA,04-06-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1536
24-03-2011,Denied,H-1B,INDIA,14-04-2015,SOUTH WINDSOR,UNITED STATES OF AMERICA,WEBILENT TECHNOLOGY INC.,CONNECTICUT,INDIA,Master's,25-10-2010,11-07-2011,"Computer Software Engineers, Applications",1482
23-03-2011,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1490
29-06-2011,Denied,B-2,BULGARIA,28-05-2015,BENSENVILLE,UNITED STATES OF AMERICA,UNITED GROUP EXPRESS INC.,ILLINOIS,BULGARIA,High School,13-12-2010,30-06-2011,Diesel Mechanic,1429
22-06-2011,Denied,H-1B,MEXICO,15-05-2015,HOUSTON,UNITED STATES OF AMERICA,CYPRESS FAIRBANKS ISD,TEXAS,MEXICO,Bachelor's,17-03-2011,30-06-2011,Elementary School Teacher,1423
20-06-2014,Certified-Expired,H-1B,INDIA,06-11-2014,HERNDON,UNITED STATES OF AMERICA,"GURUSINFOTECH,INC",VIRGINIA,INDIA,Bachelor's,23-07-2013,30-06-2014,"Software Developers, Applications",139
16-12-2014,Certified,H-1B,HONDURAS,19-06-2015,LOS ANGELES,UNITED STATES OF AMERICA,GENERAL ANESTHESIA SPECIALISTS PRTNRSHIP MED. GRP.,CALIFORNIA,HONDURAS,Other,17-07-2014,30-06-2015,"Medical Scientists, Except Epidemiologists",185
02-05-2011,Denied,H-1B,INDIA,13-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1442
26-04-2011,Denied,H-1B,INDIA,27-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1462
27-04-2011,Denied,H-1B,INDIA,21-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1455
19-04-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1456
20-04-2011,Denied,H-1B,UNITED STATES OF AMERICA,16-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,24-08-2010,30-06-2011,Computer Systems Analysts,1457
29-04-2011,Denied,H-1B,INDIA,14-04-2015,PLANO,UNITED STATES OF AMERICA,INFOSYS TECHNOLOGIES LIMITED,TEXAS,INDIA,Bachelor's,03-12-2010,30-06-2011,Computer Systems Analysts,1446
31-08-2011,Denied,H-1B,PHILIPPINES,04-09-2015,LOS ANGELES,UNITED STATES OF AMERICA,CAROUSEL SCHOOL,CALIFORNIA,PHILIPPINES,Bachelor's,14-06-2011,12-09-2011,PRESCHOOL TEACHER,1465
29-08-2011,Denied,F-2,SOUTH KOREA,12-06-2015,DENTON,UNITED STATES OF AMERICA,"JEEDO, INC.",TEXAS,SOUTH KOREA,High School,04-05-2011,02-08-2011,Sushi Chef,1383
06-09-2011,Denied,H-1B1,VENEZUELA,21-10-2014,NEW YORK,UNITED STATES OF AMERICA,GLOBAL WORKS GROUP LLC,NEW YORK,BELGIUM,Bachelor's,17-08-2010,30-06-2011,ADVERTISING AND PROMOTION MANAGERS,1141
31-08-2011,Denied,L-1,UKRAINE,15-10-2014,REDMOND,UNITED STATES OF AMERICA,MICROSOFT CORPORATION,WASHINGTON,UKRAINE,Master's,14-06-2011,12-09-2011,"Computer Software Engineers, Applications",1141
24-08-2011,Denied,H-1B,PHILIPPINES,06-03-2015,SAN AUGUSTINE,UNITED STATES OF AMERICA,SAN AUGUSTINE INDEPENDENT SCHOOL DISTRICT,TEXAS,PHILIPPINES,Bachelor's,25-03-2011,30-06-2011,Secondary School Teacher,1290
30-08-2011,Denied,H-1B,INDIA,11-08-2015,DALLAS,UNITED STATES OF AMERICA,TEXAS INSTRUMENTS INCORPORATED,TEXAS,INDIA,Bachelor's,10-06-2011,08-09-2011,"Electronics Engineers, Except Computer",1442
18-01-2012,Denied,H-1B,MEXICO,20-05-2015,HOUSTON,UNITED STATES OF AMERICA,ALDINE INDEPENDENT SCHOOL DISTRICT,TEXAS,MEXICO,Bachelor's,24-10-2011,30-06-2012,Bilingual Elementary School Teacher,1218
26-01-2012,Denied,H-1B,CANADA,26-01-2015,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,CANADA,Bachelor's,22-11-2011,30-06-2012,Network and Computer Systems Administrators,1096
30-05-2013,Certified-Expired,H-1B,INDIA,13-11-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Master's,28-08-2012,30-06-2013,"Info. Sec. Anlst., Web Dev., & Comp. Net.Arch.",532
18-11-2011,Denied,H-1B,INDIA,17-10-2014,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,INDIA,Master's,13-09-2011,30-06-2012,Computer Systems Analysts,1064
24-11-2014,Certified,H-1B,INDIA,11-05-2015,"KLAMATH FALLS,",UNITED STATES OF AMERICA,"JELD-WEN, INC.",OREGON,INDIA,Bachelor's,04-09-2014,30-06-2015,"Software Developers, Applications",168
01-12-2011,Denied,H-1B,JAPAN,09-01-2015,NEW YORK,UNITED STATES OF AMERICA,BLACKROCK FINANCIAL MANAGEMENT,NEW YORK,JAPAN,Bachelor's,30-09-2011,30-06-2012,Financial Analysts,1135
13-06-2013,Certified-Expired,H-1B,INDIA,04-02-2015,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,INDIA,Bachelor's,24-07-2012,30-06-2013,"Electronics Engineers, Except Computer",601
17-07-2012,Denied,H-1B,PAKISTAN,15-10-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,PAKISTAN,Bachelor's,10-02-2012,30-06-2012,"Electronics Engineers, Except Computer",820
10-06-2014,Certified-Expired,H-1B,PAKISTAN,14-11-2014,NORMAN,UNITED STATES OF AMERICA,THE UNIVERSITY OF OKLAHOMA,OKLAHOMA,PAKISTAN,Doctorate,20-03-2014,30-06-2014,"Engineering Teachers, Postsecondary",157
19-07-2012,Denied,H-1B,PHILIPPINES,15-10-2014,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,PHILIPPINES,Bachelor's,25-01-2012,30-06-2012,"Inf. Sec. Anlysts, Web Dev. & Comp. Net. Arch.",818
09-10-2012,Certified-Expired,H-1B,INDIA,06-11-2014,NEW YORK,UNITED STATES OF AMERICA,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",NEW YORK,INDIA,Master's,19-09-2012,30-06-2013,"Software Developers, Applications",758
01-04-2013,Certified-Expired,H-1B,INDIA,15-10-2014,FAYETTEVILLE,UNITED STATES OF AMERICA,UNIVERSITY OF ARKANSAS,ARKANSAS,INDIA,Master's,24-08-2012,30-06-2013,"Software Developers, Applications",562
24-09-2012,Denied,H-1B,MEXICO,05-08-2015,DALLAS,UNITED STATES OF AMERICA,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TEXAS,MEXICO,Bachelor's,13-12-2011,30-06-2012,Network & Computer Systems Administrators,1045
03-04-2013,Certified-Expired,H-1B,BURMA (MYANMAR),23-10-2014,CAMARILLO,UNITED STATES OF AMERICA,SEMTECH CORPORATION,CALIFORNIA,BURMA (MYANMAR),Master's,27-12-2012,30-06-2013,Electronics Engineers,568
21-12-2011,Denied,H-1B,INDIA,04-08-2015,ORANGE,UNITED STATES OF AMERICA,RADIUS POWER,CALIFORNIA,INDIA,Master's,17-10-2011,30-06-2012,INDUSTRIAL ENGINEER,1322
18-10-2013,Certified,H-1B,CHINA,18-05-2015,MADISON,UNITED STATES OF AMERICA,UNIVERSITY OF WISCONSIN COLLEGES,WISCONSIN,CHINA,Master's,30-09-2013,30-06-2014,ASSISTANT PROFESSOR,577
19-01-2012,Denied,H-1B,INDIA,23-06-2015,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,INDIA,Master's,19-10-2011,30-06-2012,Computer Systems Analysts,1251
07-02-2012,Denied,H-1B,INDIA,15-05-2015,SUNNYVALE,UNITED STATES OF AMERICA,"ADVANCED MICRO DEVICES, INC. (AMD)",CALIFORNIA,INDIA,Master's,14-11-2011,30-06-2012,Computer Systems Analysts,1193
02-12-2011,Denied,H-1B,INDIA,26-01-2015,RTP,UNITED STATES OF AMERICA,IBM CORPORATION,NORTH CAROLINA,INDIA,Master's,01-07-2011,30-06-2012,"Computer Software Engineers, Systems Software",1151
